,Title,Published_date,Views,Likes,Month
857,Tutorial 5- FAQ Chatbot Using RASA NLU- FAQ Chatbot Implementation,2020-04-06,8462,65,Apr
858,Tutorial 4- FAQ Chatbot Using RASA NLU- FAQ Problem Statement,2020-04-06,5402,44,Apr
859,Tutorial 3- FAQ Chatbot Using RASA NLU- Introduction To RASA,2020-04-06,12700,117,Apr
860,Tutorial 2- FAQ Chatbot Using RASA NLU- Chatbot Introduction,2020-04-06,10080,69,Apr
861,Tutorial 1- FAQ Chatbot Using RASA NLU,2020-04-06,17741,126,Apr
862,Why Domain Knowledge Is Important For Data Scientist?,2020-04-05,3382,173,Apr
863,How Do I Learn Complex Topics In Machine Learning And Deep Learning?,2020-04-04,5313,313,Apr
864,Tableau Tutorial BI- Bar Graph KPI,2020-04-01,3424,39,Apr
865,Tableau Tutorial BI- Market Basket Analysis,2020-04-01,5210,59,Apr
866,Tableau Tutorial BI- Sunburst Pie Charts,2020-04-01,4566,41,Apr
867,Tutorial 8-Weather Chatbot Project Using Azure Luis- Conclusion,2020-04-01,2855,23,Apr
868,Tutorial 7-Weather Chatbot Project Using Azure Luis- Integration With Telegram,2020-04-01,3086,13,Apr
869,Tutorial 6-Weather Chatbot Project Using Azure Luis- Deployment Of Chatbot,2020-04-01,3686,17,Apr
870,Tutorial 5-Weather Chatbot Project Using Luis-  Building the Python App,2020-04-01,6727,38,Apr
871,Tutorial 4-Weather Chatbot Project Using Luis-  Building the Luis App,2020-04-01,8163,57,Apr
872,Tutorial 3- Weather Chatbot Project Using Luis-  Problem Statement,2020-04-01,5443,23,Apr
873,Tutorial 2-Weather Chatbot Project Using Azure Luis- Chatbot Introduction,2020-04-01,6807,44,Apr
874,Tutorial 1 Weather Chatbot Project Using Azure Luis Outline,2020-04-01,12057,74,Apr
875,"Tableau Tutorial BI- Scatter Plot, Bar Chart, Histogram",2020-03-31,4696,68,Mar
876,arXiv.org- Find Research Papers And Scholarly Articles In Data Science,2020-03-30,5324,197,Mar
877,Tutorial 28-MultiCollinearity In Linear Regression- Part 2,2020-03-29,60908,1061,Mar
878,Live Q&A Data Science- Charity Towards PM Relief Fund,2020-03-29,4704,224,Mar
879,Tableau Tutorial BI- Data Aggregation- Local And Global Aggregation- Continuation,2020-03-28,4120,49,Mar
880,Tableau Tutorial BI- Data Aggregation- Local And Global Aggregation,2020-03-28,5800,75,Mar
881,Utilize This Time For Learning Skills And Improving Productivity- Saturday Motivation,2020-03-28,2019,108,Mar
882,Tableau Tutorial BI- Data Connection & Charts,2020-03-28,8978,141,Mar
883,Tableau Tutorial BI -Tableau Overview,2020-03-27,21140,223,Mar
884,Tableau Tutorial BI -Tableau Pricing In Details,2020-03-27,7864,67,Mar
885,Tableau Tutorial BI -Project Architecture Of a BI Project,2020-03-27,7661,85,Mar
886,Tableau Tutorial BI-Tableau Desktop Architecture,2020-03-27,9431,103,Mar
887,Tableau Tutorial BI -Tableau Introduction,2020-03-27,10987,114,Mar
888,Friday Live Q&A- Data Science,2020-03-27,2148,108,Mar
889,Chatbot With Google Dialoglow-  Summary And Further Work,2020-03-27,4961,57,Mar
890,Chatbot With Google Dialoglow- Integration With Telegram,2020-03-27,6671,49,Mar
891,Chatbot With Google Dialoglow- Implementing The FulFillment,2020-03-27,9338,73,Mar
892,Chatbot With Google Dialoglow- Building The Solution,2020-03-27,10613,73,Mar
893,Chatbot With Google Dialogflow- Business Problem- Let's Build The Chatbot,2020-03-27,9711,80,Mar
894,Chatbot With Google Dialogflow- Understanding The Framework,2020-03-27,17527,212,Mar
895,Chatbot With Google Dialogflow- Chatbot Fundamentals,2020-03-27,14384,86,Mar
896,End to End Chatbot with Deployment And Custom Service Integration,2020-03-27,26284,210,Mar
897,Live Q&A,2020-03-25,2575,177,Mar
898,Live Q&A Showing My Workspace,2020-03-25,2291,107,Mar
899,I have Reordered My Complete Machine Learning And Deep Learning Playlist- Complete it in 21 days,2020-03-25,5839,279,Mar
900,Interview Questions On Statistics - Data Science Interviews,2020-03-25,20156,678,Mar
901,Some Quick and Important Announcements,2020-03-25,4475,262,Mar
902,Spearman's rank correlation coefficient- Statistics,2020-03-24,44745,969,Mar
903,Tutorial 34- LSTM Recurrent Neural Network In Depth Intuition,2020-03-24,95131,1587,Mar
904,Time Management- How Do I Efficiently Manage My Time?  My Experience- Motivation,2020-03-23,5540,317,Mar
905,Interview Questions On Decision Tree- Data Science,2020-03-23,25531,852,Mar
906,Performance Metrics On MultiClass Classification Problems,2020-03-23,36776,767,Mar
907,Time Complexity Of Machine Learning Models- Interview Questions- Data Science,2020-03-22,4531,162,Mar
908,Tutorial 36- Logistic Regression Mutliclass Classification(OneVsRest)- Part 3| Data Science,2020-03-21,54925,1333,Mar
909,Saturday Live Q&A,2020-03-21,2526,146,Mar
910,Performance Metrics Interview Questions- Data Science,2020-03-21,11465,357,Mar
911,Data Science Interview Questions- Multicollinearity In Linear And Logistic Regression,2020-03-20,23084,699,Mar
912,What is Social Distancing?,2020-03-20,1257,68,Mar
913,Face Recognition Using Keras And Open CV Part 2- Model Creation And Testing,2020-03-20,22050,398,Mar
914,All About Membership In Krish's Channel,2020-03-20,21956,1152,Mar
915,How To Follow My Channel Playlist To Learn Data Science Efficiently,2020-03-19,13233,807,Mar
916,Forecasting Future Sales Using ARIMA and SARIMAX,2020-03-19,124524,2216,Mar
917,Face Recognition Using Keras And OpenCV- Part 1- Data Collection,2020-03-17,48945,882,Mar
918,Uber Data Science Interview Process,2020-03-16,18993,684,Mar
919,Tutorial 33-  Installing Cuda Toolkit And cuDNN For Deep Learning,2020-03-15,86188,1021,Mar
920,E&Y Interview Process For Data Scientist- Job Referrals The Best Way to Get A Job,2020-03-14,36821,1262,Mar
921,Tutorial 13-Hadoop 2.X Yarn Architecture,2020-03-13,4218,70,Mar
922,Tutorial 12- Name Node Architecture,2020-03-13,1895,45,Mar
923,Web Scraping Reviews And Product Information From Flipkart- Showcasing Subscriber's Work,2020-03-13,10790,259,Mar
924,Amazon Data Science Interview- Part 1 & Internship Opportunities,2020-03-12,31342,866,Mar
925,Lecture 4- Bubble Sort -Competitive Programming Problem 2,2020-03-11,6051,169,Mar
926,Visibility Climate Prediction- You Can Add This In Your Resume,2020-03-11,21793,535,Mar
927,Lecture 3-  Competitive Programming Problem 1 Solution- Happy Holi!!,2020-03-10,12917,432,Mar
928,My Laptop Lenovo Legion Y 540 Unboxing For Deep Learning! Important Message At The Last,2020-03-10,66965,2351,Mar
929,Lecture 2- Competitive Programming- Problem Statement 1,2020-03-09,20257,559,Mar
930,Lecture 1-  Data Structures And Analysis Of Algorithms,2020-03-09,36187,1242,Mar
931,Tutorial 33- Chi Square Test Implementation with Python- Hypothesis Testing- Part 2,2020-03-08,49992,824,Mar
932,What is Competitive Programming? Announcement Regarding Data Structure And Algorithms,2020-03-08,5633,340,Mar
933,Tutorial 11- Understanding The HDFS Design- Big Data Tutorial,2020-03-07,2081,41,Mar
934,Tutorial 10-Components Of Hadoop- Big Data Tutorial,2020-03-07,2713,48,Mar
935,Tutorial 9- Introduction To Hadoop - Big Data Tutorial,2020-03-07,2185,64,Mar
936,Tutorial 8-What Are The Problems IN Scaling Out- Big Data Tutorial,2020-03-07,1592,37,Mar
937,Live Q&A Data Science,2020-03-07,3842,258,Mar
938,"Tutorial 41-Performance Metrics(ROC,AUC Curve) For Classification Problem In Machine Learning Part 2",2020-03-06,94270,2467,Mar
939,Tutorial 40- Decision Tree Split For Numerical Feature,2020-03-06,57164,1589,Mar
940,Tutorial 7- What Is Scaling In Scaling Out- Big Data Tutorial,2020-03-06,5126,84,Mar
941,Tutorial 39- Gini Impurity Intuition In Depth In Decision Tree,2020-03-05,72681,1949,Mar
942,Tutorial 6-  Understanding Of Basic Hadoop Commands-Big Data Tutorial,2020-03-05,2232,39,Mar
943,Tutorial 5- Understanding Hadoop Command Linux- Big Data Tutorial,2020-03-05,4425,81,Mar
944,Tutorial 4- Basics  Of Linux And Practical Implementation- Big Data Tutorial,2020-03-04,4396,90,Mar
945,Tutorial 3- Hadoop System Setup- Big Data Tutorial,2020-03-04,10806,178,Mar
946,Tutorial 2- What All You Will Learn In This Big Data Series,2020-03-03,10499,283,Mar
947,Tutorial 1- Introduction of Big Data- Part 1,2020-03-03,22090,411,Mar
948,Tutorial 38- Decision Tree Information Gain,2020-03-03,101219,2691,Mar
949,Custom Ensemble Approach To Solve Machine Learning Problems,2020-03-02,2391,105,Mar
950,Tutorial 5- MongoDb With Python- Updating Records|Data Science,2020-02-29,6785,162,Feb
951,Tutorial 4- MongoDb With Python- Querying Json Documents|Data Science,2020-02-29,12808,255,Feb
952,Why And How Did I Get Into Data Science? Sharing My Data Science Experience In 20 min,2020-02-28,2857,169,Feb
953,Follow These Steps To Be Successful In IT Industries,2020-02-27,6540,386,Feb
954,Tutorial 36- Logistic Regression Indepth Intuition- Part 2| Data Science,2020-02-26,105255,2631,Feb
955,Tutorial 35- Logistic Regression Indepth Intuition- Part 1| Data Science,2020-02-25,140254,3417,Feb
956,Live Q&A Data Science,2020-02-23,4105,295,Feb
957,Sales Chat Bot Project Using Rasa NLU| Data Science,2020-02-23,11807,230,Feb
958,Resume Discussion for Data Science Role,2020-02-22,4908,189,Feb
959,Be A Guiding Star- Never Give Up|Saturday Motivation,2020-02-22,2825,262,Feb
960,Create Basic Conversational AI Chatbot using RASA NLU,2020-02-21,51211,848,Feb
961,How To Learn Maths For Data Science By Self Study And For Free,2020-02-20,30955,1314,Feb
962,How To Learn Statistics By Self Study And For Free,2020-02-18,38387,1381,Feb
963,30 Days Interview Challenge For Data Science- Ft: Ineuron,2020-02-17,8149,426,Feb
964,Skillset Of Data Scientist In 2020 (Do not Miss this Video),2020-02-16,77865,3324,Feb
965,How To Translate Business Ideas Into Data Science Solutions,2020-02-15,2719,154,Feb
966,Advance House Price Prediction-Feature Selection,2020-02-15,33169,571,Feb
967,Skillset Of Data Analyst in 2020,2020-02-13,31981,1171,Feb
968,Interview Discussion- Solution For Tea Crop Prediction,2020-02-11,5026,252,Feb
969,Silver Play Button Unboxing #100k Subscribers strong,2020-02-10,3812,384,Feb
970,Live Q&A Join Our Affordable AI Course,2020-02-09,7262,306,Feb
971,Interview Discussion For Data Science- Solve This Use Case,2020-02-09,9198,279,Feb
972,How To Become A Data Analytics Manager(Rarest Role In Data Science),2020-02-08,6669,214,Feb
973,Tutorial 3- How To Connect Python With MongoDb- Pymongo Installation,2020-02-07,22514,323,Feb
974,Advance House Price Prediction-Feature Engineering Part 2,2020-02-06,36267,613,Feb
975,Tutorial 2- MongoDb Installation And Basic CRUD Operations,2020-02-06,16128,288,Feb
976,Tutorial 1- Why Do We Require MongoDB,2020-02-05,24402,606,Feb
977,Different Type Of Criticism And How To Handle Them?- Motivation,2020-02-04,3109,222,Feb
978,Advance House Price Prediction-Feature Engineering Part 1,2020-02-03,43720,768,Feb
979,Live Q&A ANSWERING YOUR QUESTIONS,2020-02-02,3835,173,Feb
980,Gartner Hype Cycle For Artificial Intelligence 2019,2020-02-02,2402,68,Feb
981,"Is Data Science, Machine Learning, Deep Learning Evergreen Jobs?",2020-02-01,13460,262,Feb
982,Advance House Price Prediction- Exploratory Data Analysis- Part 2,2020-02-01,47879,987,Feb
983,Advance House Price Prediction- Exploratory Data Analysis- Part 1,2020-01-31,139602,1916,Jan
984,How Should You Go Ahead In Preparing Data Science Interviews,2020-01-30,6415,407,Jan
985,How To Decide Whether Data Science Is Right For You?,2020-01-29,29429,746,Jan
986,Tutorial 6- Data Transformation Using QlikSense,2020-01-29,2921,36,Jan
987,Impact Of Artificial Intelligence On HealthCare,2020-01-28,3764,152,Jan
988,Tutorial 5- QlikSense Hubs And Dashboard,2020-01-28,2276,26,Jan
989,Tutorial 34- Performance Metrics For Classification Problem In Machine Learning- Part1,2020-01-27,131036,3318,Jan
990,Step By Step Action Plan For Learning Data Science in 2020,2020-01-26,239394,8683,Jan
991,Salary Of Data Scientist In India And US In 2020,2020-01-25,161580,3969,Jan
992,We Reached 100k Subscribers. This Video is Dedicated To You All,2020-01-25,1773,175,Jan
993,Tutorial 4- QlikSense Installation- Business Intelligence,2020-01-23,2395,37,Jan
994,"Tutorial 33- P Value,T test, Correlation Implementation with Python- Hypothesis Testing",2020-01-23,90034,1535,Jan
995,How To Do I Manage My Time Apart from My Professional Life,2020-01-22,4311,230,Jan
996,Tutorial 3- Who are the End Users Of BI Visualization Tools- QlikSense Tutorial,2020-01-22,2019,17,Jan
997,Tutorial 2- Why BI Visualization Tools Are Required?,2020-01-22,4466,68,Jan
998,Tutorial 1- What is Data Visualization and Its Importance?,2020-01-21,16385,227,Jan
999,What is Data Leakage In Machine Learning?,2020-01-20,20138,1152,Jan
1000,LiveQ&A,2020-01-20,3200,186,Jan
1001,How To Debug Python Code In Spyder IDE,2020-01-20,47404,533,Jan
1002,Make_Pipelines using Sklearn- Hyperparameter Tuning - Machine Learning,2020-01-17,2425,74,Jan
1003,Tutorial 7: Deploying Machine Learning Models In Azure Cloud,2020-01-17,31790,511,Jan
1004,Performing Hyper Parameter Tuning Using Pipeline In Sklearn- Machine Learning,2020-01-15,16271,389,Jan
1005,Creating Pipelines Using SKlearn- Machine Learning Tutorial,2020-01-14,57499,1520,Jan
1006,Tutorial 6 :Deployment of Machine Learning Models in Google Cloud Platform,2020-01-12,52338,864,Jan
1007,"Tutorial 32- All About P Value,T test,Chi Square Test, Anova Test  and When  to Use What?",2020-01-10,303812,6425,Jan
1008,Top PGDM Colleges For Data Science In India,2020-01-10,14983,320,Jan
1009,Best Python Books To Read In 2020,2020-01-10,5021,165,Jan
1010,Colleges For Msc In Data Science and Big Data Analytics In India,2020-01-09,33178,634,Jan
1011,Auto Sklearn Tutorial- Quickly Selecting Machine Learning Algorithm and HyperTuning It,2020-01-09,9523,269,Jan
1012,Story Telling- Important Aspects In Data Science,2020-01-08,8412,356,Jan
1013,"Tutorial 31- Hypothesis Test, Type 1 Error, Type 2 Error",2020-01-06,160717,3497,Jan
1014,Ethics And Data Science- Must Read Book For Data Science Aspirants,2020-01-05,3482,166,Jan
1015,Best Free Data Sets For Data Science Projects,2020-01-04,17498,690,Jan
1016,Best Free Books For Learning Data Science in 2020,2020-01-04,44246,1572,Jan
1017,Tutorial 32- Problems In Simple Recurrent Neural Network,2020-01-03,43559,1010,Jan
1018,Tutorial 31- Back Propagation In Recurrent Neural Network,2020-01-02,56486,1412,Jan
1019,Important Steps To Improve Your Programming Skills,2019-12-29,6942,331,Dec
1020,Tutorial 30- Recurrent Neural Network Forward Propogation With Time,2019-12-27,64922,1801,Dec
1021,Last Live Q&A Of 2019,2019-12-27,3038,170,Dec
1022,The Tree-Based Pipeline Optimization Tool (TPOT) AutoML- Genetic Programming,2019-12-26,6512,215,Dec
1023,Tutorial 29- Why Use Recurrent Neural Network and Its Application,2019-12-25,86971,2043,Dec
1024,Some Important Suggestions For Data Science Aspirants,2019-12-25,8674,449,Dec
1025,"Tutorial 28- Create CNN Model Using Transfer Learning using Vgg 16, Resnet",2019-12-23,99562,1992,Dec
1026,Tutorial 27- Create CNN Model and Optimize using Keras Tuner- Deep Learning,2019-12-23,69567,1174,Dec
1027,Should We Use Machine Learning or Deep Learning For Data Science Project?,2019-12-22,16092,784,Dec
1028,Machine Learning Project Vs Deep Learning Project,2019-12-21,6931,268,Dec
1029,Tutorial 26- Create Image Dataset using Data Augmentation using Keras-Deep Learning-Data Science,2019-12-21,78437,1217,Dec
1030,Step By Step Understanding Of Implementing Data Science Project,2019-12-20,51212,2127,Dec
1031,Tutorial 25- Data Augmentation In CNN-Deep Learning,2019-12-19,43647,1117,Dec
1032,Fresher and Experienced Professional Has This Common Question Regarding Data Science?,2019-12-18,5990,271,Dec
1033,Data Science In Cyber Security In 2020,2019-12-17,12367,440,Dec
1034,Thank You All For Sharing Your Knowledge,2019-12-16,1720,122,Dec
1035,Data Science Q&A LIVE,2019-12-15,4438,262,Dec
1036,Best Youtube Channels To Study Data Science For Free,2019-12-15,56621,2993,Dec
1037,Various Roles and Responsibilities in Data Science,2019-12-14,2767,134,Dec
1038,Tutorial 28- Ridge and Lasso Regression using Python and Sklearn,2019-12-11,72880,1196,Dec
1039,Tutorial 27- Ridge and Lasso Regression Indepth Intuition- Data Science,2019-12-10,162506,4025,Dec
1040,Tutorial 26- Linear Regression Indepth Maths Intuition- Data Science,2019-12-08,180953,3875,Dec
1041,Data Science General Q&A,2019-12-08,3519,168,Dec
1042,"Data Scientist, Domain Expertise, Data Engineer Top Skillsets Based On Gartner Survey",2019-12-08,2472,106,Dec
1043,Role of Data Analyst Vs Role of Business Analyst,2019-12-07,4551,190,Dec
1044,Data Scientist Vs Machine Learning Researcher Vs Machine Learning Engineer,2019-12-07,3037,137,Dec
1045,Perform Web Scraping On Wikipedia- Data Science,2019-12-05,14537,347,Dec
1046,Important Points Everybody Should Know While Implementing Data Science Projects,2019-12-04,5398,279,Dec
1047,Tutorial 24-Z Score Statistics Data Science,2019-12-03,79457,1775,Dec
1048,Air Quality Index Prediction- Data Collection Part 1,2019-12-03,124753,1171,Dec
1049,How to Optimize Linked In Profile For Data Scientist Jobs,2019-12-02,8787,329,Dec
1050,Tutorial 25- Probability Density function and CDF- EDA-Data Science,2019-11-30,87580,2283,Nov
1051,Tutorial 24- Histogram in EDA- Data Science,2019-11-29,45462,976,Nov
1052,"Tutorial 23-Univariate, Bivariate and Multivariate Analysis- Part2 (EDA)-Data Science",2019-11-28,79886,1505,Nov
1053,"Tutorial 22-Univariate, Bivariate and Multivariate Analysis- Part1 (EDA)-Data Science",2019-11-27,160743,3560,Nov
1054,How Can A Non Technical Person Become Data Scientist,2019-11-27,106033,3307,Nov
1055,AI VS ML VS DL VS Data Science,2019-11-26,1760406,48704,Nov
1056,A/B Testing In Data Science,2019-11-25,28805,693,Nov
1057,Word2Vec Easily Explained- Data Science,2019-11-24,92310,1605,Nov
1058,Hiring Process Of Data Scientist and Interns,2019-11-23,13486,497,Nov
1059,Best Programming Practices For Data Science,2019-11-22,19658,860,Nov
1060,MLMINDS Data Science Course Review,2019-11-21,8622,190,Nov
1061,What are the Prerequisites To Learn Data Science,2019-11-21,35025,1344,Nov
1062,Top 5 Technology To Learn in 2020,2019-11-20,28823,942,Nov
1063,Apply Data Science Technique In Your Domain,2019-11-19,2128,116,Nov
1064,What Are Data Products?,2019-11-18,4027,174,Nov
1065,How To Apply Reverse Engineering To Learn Data Science,2019-11-17,9710,497,Nov
1066,How To Become Freelancer Data Scientist,2019-11-13,52977,1908,Nov
1067,My Experience In Service Based and Product Based Company,2019-11-12,80075,2759,Nov
1068,What Can We Do After Engineering? Career Guidance(MBA or MTech or Masters or UPSC),2019-11-11,4224,210,Nov
1069,Tutorial 5- Deployment Of Movie Recommendation Model By My Subscriber In Heroku,2019-11-11,13038,262,Nov
1070,Tutorial 24- Max Pooling Layer In CNN,2019-11-10,53836,1380,Nov
1071,Tutorial 23- Operation Of CNN(CNN vs ANN),2019-11-10,56391,1601,Nov
1072,Reverse Engineering -An Efficient Way To Learn Machine Learning,2019-11-09,7438,292,Nov
1073,Machine Learning Researcher Vs Data Scientist,2019-11-08,2297,140,Nov
1074,Standardization Vs Normalization- Feature Scaling,2019-11-07,154887,4499,Nov
1075,How To Crack Interviews in Product Based Companies Like Amazon or Google,2019-11-06,21049,742,Nov
1076,"Tutorial 21- Python OOPS Tutorial- Classes, Variables, Methods and Objects",2019-11-06,46823,962,Nov
1077,Business Analyst Vs Data Analyst,2019-11-05,40124,1409,Nov
1078,Tutorial 20- How To Import All Important Python Data Science Libraries Using Pyforest,2019-11-04,31046,839,Nov
1079,"Skillset Data Scientist, Data Engineer and Domain Expertise Should Be Strong At",2019-11-04,3249,156,Nov
1080,Tutorial 19-  Python Iterables vs Iterators,2019-11-04,32764,818,Nov
1081,Top 5 Programming Language To Learn in 2020,2019-11-03,10308,352,Nov
1082,Tutorial 18- Python Advanced String Formatting,2019-11-03,28756,622,Nov
1083,Tutorial 17- Python List Comprehension,2019-11-03,36232,858,Nov
1084,My Path Towards 50K Subscribers,2019-11-02,935,91,Nov
1085,Why Machine Learning Projects Fail In Production,2019-10-31,5413,286,Oct
1086,Tutorial 4- Deployment Of ML Models In AWS EC2 Instance,2019-10-30,69815,1454,Oct
1087,Live Q&A,2019-10-29,3255,193,Oct
1088,Top 5 Python IDEs For Data Science,2019-10-28,24536,664,Oct
1089,Happy Diwali EveryOne- Motivation And Inspiration Is All We Need,2019-10-27,1678,119,Oct
1090,How To Review An Online Course For Data Science,2019-10-26,6457,230,Oct
1091,Will AutoML Replace Data Scientist Job? Myth,2019-10-25,8424,360,Oct
1092,Future Scope Of Data Science,2019-10-24,29214,945,Oct
1093,Never Give Up- My Story,2019-10-23,79899,4382,Oct
1094,Tutorial 16- Filter Functions In Python,2019-10-23,35130,668,Oct
1095,Tutorial 15- Map Functions using Python,2019-10-22,48872,1064,Oct
1096,Tutorial 14 - List Comprehension using Python,2019-10-22,2746,78,Oct
1097,Tutorial 13- Python Lambda Functions,2019-10-22,41636,940,Oct
1098,Non Technical Skills That We Must Have As A Data Scientist,2019-10-22,4074,210,Oct
1099,How To Implement A Real World Usecase or Project For Data Science,2019-10-21,8425,450,Oct
1100,Steps To Get Jobs as Data Scientist For Freshers and Experienced Professionals,2019-10-21,7108,296,Oct
1101,"Tutorial 12- Python Functions, Positional and Keywords Arguments",2019-10-20,46775,862,Oct
1102,My Path From Dot Net Developer To Data Scientist- Motivation,2019-10-19,21608,747,Oct
1103,Automated Machine Learning In Python (Automl),2019-10-18,14760,513,Oct
1104,Top 3 Skillset In Data Science That We Should Have,2019-10-17,9880,470,Oct
1105,How To Go Ahead in Writing Research Papers,2019-10-16,17259,721,Oct
1106,How To Apply And Get Internship For Data Science Opportunities,2019-10-11,52813,2431,Oct
1107,Fast.ai Course and Why We Should Learn It?,2019-10-10,24470,826,Oct
1108,How Did I Learn Deep Learning in 2.5 months?,2019-10-09,32533,1299,Oct
1109,Live Q&A- Answering your Questions.,2019-10-08,3853,234,Oct
1110,Why Data Structures Are Important For Every Programmer?,2019-10-07,31899,1737,Oct
1111,Why Data Scientist Require Knowledge In Linux OS?,2019-10-05,12450,576,Oct
1112,Tutorial 3- Deployment of NLP Model in Heroku Cloud,2019-10-05,26255,472,Oct
1113,Flask Vs Django and When Should You Use What?,2019-10-04,72728,2679,Oct
1114,Why Are You Not Getting Interview Calls for Data Science?,2019-10-03,20791,965,Oct
1115,Live Q&A.,2019-10-02,3640,247,Oct
1116,"Tutorial 10- Seaborn- Countplot(), Violinplot(), Boxplot()- Part2",2019-10-02,51410,976,Oct
1117,"Tutorial 9- Seaborn Tutorial- Distplot, Joinplot, Pairplot  Part 1",2019-10-02,76856,1455,Oct
1118,Tutorial 8- Matplotlib (Simple Visualization Library),2019-10-02,76516,1301,Oct
1119,"Tutorial 7- Pandas-Reading JSON,Reading HTML, Read PICKLE, Read EXCEL Files- Part 3",2019-09-30,66533,1307,Sep
1120,Why and When Should we Perform Feature Normalization?,2019-09-30,14364,578,Sep
1121,"Tutorial 6- Pandas,Reading CSV files With Various Parameters- Part 2",2019-09-29,98553,1888,Sep
1122,Best Laptop Configuration For Learning Machine Learning and Deep Learning,2019-09-28,111554,3528,Sep
1123,How to Prepare For Data Science Interviews,2019-09-27,32799,1187,Sep
1124,"Tutorial 5- Pandas, Data Frame and Data Series Part-1",2019-09-26,109049,2286,Sep
1125,How To Become Expertise in Exploratory Data Analysis,2019-09-25,96207,3494,Sep
1126,Tutorial 4 - Numpy and Inbuilt Functions Tutorial,2019-09-25,142503,2288,Sep
1127,"Tutorial 3- Python Sets, Dictionaries and Tuples",2019-09-24,100480,1552,Sep
1128,Tutorial 2 - Python List  and Boolean Variables,2019-09-24,147197,2103,Sep
1129,Tutorial 1- Anaconda Installation and Python Basics,2019-09-23,268148,3011,Sep
1130,Selecting YouTube As A Career Option? Is It Worth?,2019-09-19,3182,158,Sep
1131,How Did I Learn Machine Learning in 3 Months,2019-09-18,317782,11495,Sep
1132,Detailed Salary Comparison Between Data Analyst and Data Scientist,2019-09-17,28367,653,Sep
1133,Kaggle Competition- Dengue or Malaria Prediction Using Transfer Learning VGG19,2019-09-17,8387,134,Sep
1134,Salary Comparison Between Data Scientist vs Software Engineer,2019-09-16,72413,1804,Sep
1135,Kaggle Competition- Predicting PIMA Diabetes Prediction using Machine Learning,2019-09-16,14793,295,Sep
1136,Live Q&A Internship Opportunities,2019-09-15,4723,395,Sep
1137,Kaggle Competition- Implement A DNA Classifier using NLP,2019-09-14,9793,256,Sep
1138,Kaggle Competition- Predict Stock Price Movement Based On News Headline using NLP,2019-09-14,47475,1072,Sep
1139,Statistics-Finding Outliers in Dataset using Z- score and IQR,2019-09-13,61368,1488,Sep
1140,Featuring Engineering- How To Handle Ordinal Categories(Ordinal Encoding),2019-09-13,24644,468,Sep
1141,Statistics- What is Pearson Correlation Coefficient? Difference between Correlation and Covariance,2019-09-12,140762,3703,Sep
1142,Featuring Engineering- Handle Categorical Features Many Categories(Count/Frequency Encoding),2019-09-12,46203,1154,Sep
1143,Skills Required To Become A Data Analyst and a Data Scientist,2019-09-11,18271,673,Sep
1144,Kaggle Competition- I Used Deep Learning Technique and did the Accuracy Increase? Part 3,2019-09-10,13038,234,Sep
1145,Kaggle Competition - House Prices Regression Techniques(Hyperparameter Tuning)-Part 2,2019-09-09,35681,631,Sep
1146,Kaggle Competition - House Prices: Advanced Regression Techniques Part1,2019-09-08,175994,2934,Sep
1147,Various Roles and Responsibilities in Data Science,2019-09-08,8342,361,Sep
1148,Live Q&A (Discussion Regarding Upcoming Videos),2019-09-07,2892,198,Sep
1149,Machine Learning Engineer VS Data Scientist,2019-09-05,31829,1106,Sep
1150,STATISTICS- Chebyshev's InEquality,2019-09-05,62332,1205,Sep
1151,STATISTICS- What is Central Limit Theorem?,2019-09-04,93293,2109,Sep
1152,STATISTICS- Gaussian/ Normal Distribution,2019-09-04,86171,2071,Sep
1153,STATISTICS- PERCENTILES and QUANTILES,2019-09-03,51141,1308,Sep
1154,STATISTICS-  Population VS Sample and it's Importance,2019-09-03,57518,1614,Sep
1155,Guidelines To Prepare Resume For Data Scientist Role,2019-09-02,24252,849,Sep
1156,STATISTICS- What are Random Variables and It's Types and its Importance?,2019-09-02,56514,1533,Sep
1157,STATISTICS- Variance and Standard Devation,2019-09-01,129766,2612,Sep
1158,"STATISTICS- Mean, Median And Mode Explained Easily",2019-09-01,129305,3110,Sep
1159,Saturday Live Q&A,2019-08-31,3195,193,Aug
1160,What is AdaBoost (BOOSTING TECHNIQUES),2019-08-31,156167,3213,Aug
1161,Why Python is the Best Programming Language For Machine Learning?,2019-08-30,76426,2205,Aug
1162,How To Get Data Science Jobs For Freshers,2019-08-29,123786,4455,Aug
1163,Online Courses for Data Science Specialization,2019-08-28,223565,7838,Aug
1164,How To Learn Data Science by Self Study and For Free,2019-08-27,466477,25000,Aug
1165,Do We Require Master OR PHD to Become Data Scientist?,2019-08-27,11739,505,Aug
1166,Answering Your Questions and Some More Updates,2019-08-26,7960,337,Aug
1167,Tutorial 2- Deployment of ML models in Heroku using FLASK,2019-08-25,120308,2915,Aug
1168,Tutorial 1- Deployment of Models- Premises VS IAAS vs PAAS cloud Platforms,2019-08-25,74153,1412,Aug
1169,How To Apply Data Science In Your Domain?,2019-08-24,4876,202,Aug
1170,Tutorial 43-Random Forest Classifier and Regressor,2019-08-24,205200,8073,Aug
1171,Important Tools and Libraries Used By Data Scientist,2019-08-23,18275,686,Aug
1172,Tutorial 42 - Ensemble: What is Bagging (Bootstrap Aggregation)?,2019-08-23,141986,4331,Aug
1173,How To Learn Data Science Smartly?,2019-08-22,1184605,41267,Aug
